node_u,node_v,group_u,group_v,hierarchy_u,hierarchy_v,edge_type,overlap,is_local_bridge
22923,42042,A,A,A_PERIPHERY,A_CORE,internal,0.051470588235294115,False
22923,31998,A,A,A_PERIPHERY,A_CORE,internal,0.007751937984496124,False
22923,13449,A,A,A_PERIPHERY,A_CORE,internal,0.01232394366197183,False
22923,24446,A,A,A_PERIPHERY,A_CORE,internal,0.014705882352941176,False
22923,31993,A,A,A_PERIPHERY,A_CORE,internal,0.010968921389396709,False
22923,24554,A,A,A_PERIPHERY,A_CORE,internal,0.0851063829787234,False
22923,28890,A,A,A_PERIPHERY,A_PERIPHERY,internal,0.027777777777777776,False
22923,8052,A,A,A_PERIPHERY,A_CORE,internal,0.03910614525139665,False
22923,30179,A,A,A_PERIPHERY,A_PERIPHERY,internal,0.0,True
22923,10295,A,A,A_PERIPHERY,A_CORE,internal,0.05357142857142857,False
22923,3066,A,A,A_PERIPHERY,A_CORE,internal,0.034031413612565446,False
22923,4278,A,A,A_PERIPHERY,A_CORE,internal,0.022123893805309734,False
22923,19283,A,B,A_PERIPHERY,B_PERIPHERY,bridge,0.0,True
22923,35991,A,A,A_PERIPHERY,A_CORE,internal,0.03932584269662921,False
22923,44286,A,B,A_PERIPHERY,B_CORE,bridge,0.014285714285714285,False
22923,1991,A,A,A_PERIPHERY,A_CORE,internal,0.017632241813602016,False
22923,44957,A,A,A_PERIPHERY,A_CORE,internal,0.029239766081871343,False
22923,15051,A,A,A_PERIPHERY,A_CORE,internal,0.07792207792207792,False
22923,39996,A,A,A_PERIPHERY,A_CORE,internal,0.10975609756097561,False
22923,12127,A,A,A_PERIPHERY,A_CORE,internal,0.018867924528301886,False
22923,396,A,A,A_PERIPHERY,A_CORE,internal,0.06756756756756757,False
22923,30876,A,A,A_PERIPHERY,A_CORE,internal,0.02806122448979592,False
22923,42950,A,A,A_PERIPHERY,A_CORE,internal,0.06363636363636363,False
22923,23388,A,B,A_PERIPHERY,B_CORE,bridge,0.00980392156862745,False
22923,5914,A,A,A_PERIPHERY,A_CORE,internal,0.04,False
22923,38279,A,A,A_PERIPHERY,A_CORE,internal,0.03333333333333333,False
22923,27284,A,A,A_PERIPHERY,A_CORE,internal,0.017857142857142856,False
22923,35118,A,A,A_PERIPHERY,A_PERIPHERY,internal,0.08333333333333333,False
42042,10481,A,A,A_CORE,A_CORE,internal,0.09748427672955975,False
42042,18309,A,A,A_CORE,A_CORE,internal,0.08459869848156182,False
42042,33526,A,A,A_CORE,A_PERIPHERY,internal,0.06015037593984962,False
42042,38212,A,A,A_CORE,A_CORE,internal,0.08997955010224949,False
42042,2198,A,A,A_CORE,A_PERIPHERY,internal,0.028368794326241134,False
42042,30073,A,A,A_CORE,A_CORE,internal,0.08264462809917356,False
42042,1991,A,A,A_CORE,A_CORE,internal,0.06028368794326241,False
42042,18418,A,A,A_CORE,A_CORE,internal,0.04678362573099415,False
42042,31994,A,A,A_CORE,A_PERIPHERY,internal,0.025423728813559324,False
42042,13155,A,A,A_CORE,A_CORE,internal,0.09285714285714286,False
42042,11187,A,A,A_CORE,A_CORE,internal,0.044585987261146494,False
42042,44304,A,A,A_CORE,A_CORE,internal,0.06875,False
42042,33201,A,A,A_CORE,A_PERIPHERY,internal,0.06818181818181818,False
42042,26791,A,A,A_CORE,A_CORE,internal,0.061696658097686374,False
42042,5002,A,A,A_CORE,A_PERIPHERY,internal,0.0,True
42042,37204,A,A,A_CORE,A_PERIPHERY,internal,0.0,True
42042,6380,A,A,A_CORE,A_PERIPHERY,internal,0.008130081300813009,False
42042,10087,A,A,A_CORE,A_PERIPHERY,internal,0.037037037037037035,False
42042,27291,A,A,A_CORE,A_PERIPHERY,internal,0.015625,False
42042,43801,A,A,A_CORE,A_CORE,internal,0.15,False
42042,30867,A,A,A_CORE,A_CORE,internal,0.08648648648648649,False
42042,28294,A,A,A_CORE,A_CORE,internal,0.03571428571428571,False
42042,28141,A,A,A_CORE,A_CORE,internal,0.029585798816568046,False
42042,27267,A,A,A_CORE,A_CORE,internal,0.13978494623655913,False
42042,21344,A,A,A_CORE,A_CORE,internal,0.13680781758957655,False
42042,3066,A,A,A_CORE,A_CORE,internal,0.11009174311926606,False
42042,25554,A,A,A_CORE,A_CORE,internal,0.06476190476190476,False
42042,9867,A,A,A_CORE,A_PERIPHERY,internal,0.0,True
42042,11730,A,A,A_CORE,A_CORE,internal,0.11188811188811189,False
42042,16652,A,A,A_CORE,A_PERIPHERY,internal,0.0,True
42042,48531,A,A,A_CORE,A_PERIPHERY,internal,0.0,True
42042,21817,A,A,A_CORE,A_PERIPHERY,internal,0.06818181818181818,False
42042,10701,A,A,A_CORE,A_CORE,internal,0.07246376811594203,False
42042,30459,A,A,A_CORE,A_PERIPHERY,internal,0.0,True
42042,25286,A,A,A_CORE,A_PERIPHERY,internal,0.007751937984496124,False
42042,42413,A,A,A_CORE,A_PERIPHERY,internal,0.0,True
42042,48318,A,A,A_CORE,A_PERIPHERY,internal,0.0,True
42042,3575,A,A,A_CORE,A_CORE,internal,0.033783783783783786,False
42042,38034,A,A,A_CORE,A_CORE,internal,0.06666666666666667,False
42042,42914,A,A,A_CORE,A_CORE,internal,0.13138686131386862,False
42042,42518,A,A,A_CORE,A_CORE,internal,0.09142857142857143,False
42042,1273,A,A,A_CORE,A_CORE,internal,0.11587982832618025,False
42042,10038,A,A,A_CORE,A_CORE,internal,0.09974424552429667,False
42042,41665,A,A,A_CORE,A_CORE,internal,0.09763313609467456,False
42042,20938,A,A,A_CORE,A_PERIPHERY,internal,0.016260162601626018,False
42042,22443,A,A,A_CORE,A_CORE,internal,0.08383233532934131,False
42042,3600,A,A,A_CORE,A_CORE,internal,0.06504065040650407,False
42042,19206,A,A,A_CORE,A_CORE,internal,0.04700854700854701,False
42042,23951,A,A,A_CORE,A_PERIPHERY,internal,0.031007751937984496,False
42042,24746,A,A,A_CORE,A_CORE,internal,0.08717948717948718,False
42042,14765,A,A,A_CORE,A_CORE,internal,0.05806451612903226,False
42042,2536,A,A,A_CORE,A_CORE,internal,0.05855855855855856,False
42042,4474,A,A,A_CORE,A_PERIPHERY,internal,0.016,False
42042,13465,A,A,A_CORE,A_CORE,internal,0.06301369863013699,False
42042,47313,A,A,A_CORE,A_CORE,internal,0.07659574468085106,False
42042,948,A,A,A_CORE,A_CORE,internal,0.06751054852320675,False
42042,19123,A,A,A_CORE,A_CORE,internal,0.061452513966480445,False
42042,16362,A,A,A_CORE,A_PERIPHERY,internal,0.06060606060606061,False
42042,13995,A,A,A_CORE,A_PERIPHERY,internal,0.024390243902439025,False
42042,36463,A,A,A_CORE,A_PERIPHERY,internal,0.008620689655172414,False
42042,48035,A,B,A_CORE,B_CORE,bridge,0.0,True
42042,410,A,A,A_CORE,A_PERIPHERY,internal,0.03125,False
42042,20378,A,A,A_CORE,A_PERIPHERY,internal,0.0,True
42042,37115,A,B,A_CORE,B_PERIPHERY,bridge,0.0,True
42042,43292,A,A,A_CORE,A_PERIPHERY,internal,0.0,True
42042,23690,A,A,A_CORE,A_CORE,internal,0.0763888888888889,False
42042,24413,A,A,A_CORE,A_PERIPHERY,internal,0.0234375,False
42042,31492,A,A,A_CORE,A_PERIPHERY,internal,0.06870229007633588,False
42042,24554,A,A,A_CORE,A_CORE,internal,0.06111111111111111,False
42042,22654,A,B,A_CORE,B_CORE,bridge,0.0,True
42042,27237,A,A,A_CORE,A_CORE,internal,0.09183673469387756,False
42042,27326,A,B,A_CORE,B_PERIPHERY,bridge,0.0,True
42042,34279,A,A,A_CORE,A_CORE,internal,0.046511627906976744,False
42042,43510,A,A,A_CORE,A_PERIPHERY,internal,0.029197080291970802,False
42042,6392,A,A,A_CORE,A_CORE,internal,0.06493506493506493,False
42042,22217,A,A,A_CORE,A_PERIPHERY,internal,0.025,False
42042,5333,A,A,A_CORE,A_PERIPHERY,internal,0.07377049180327869,False
42042,19375,A,A,A_CORE,A_PERIPHERY,internal,0.0234375,False
42042,5071,A,A,A_CORE,A_PERIPHERY,internal,0.01694915254237288,False
42042,22593,A,B,A_CORE,B_PERIPHERY,bridge,0.017094017094017096,False
42042,9163,A,B,A_CORE,B_PERIPHERY,bridge,0.015503875968992248,False
42042,15103,A,A,A_CORE,A_PERIPHERY,internal,0.02857142857142857,False
42042,20302,A,B,A_CORE,B_PERIPHERY,bridge,0.016,False
42042,48514,A,A,A_CORE,A_PERIPHERY,internal,0.008547008547008548,False
42042,42950,A,A,A_CORE,A_CORE,internal,0.08994708994708994,False
42042,30493,A,A,A_CORE,A_PERIPHERY,internal,0.0,True
42042,33470,A,A,A_CORE,A_PERIPHERY,internal,0.05785123966942149,False
42042,44286,A,B,A_CORE,B_CORE,bridge,0.05965909090909091,False
42042,42999,A,B,A_CORE,B_PERIPHERY,bridge,0.008130081300813009,False
42042,37005,A,A,A_CORE,A_CORE,internal,0.11042944785276074,False
42042,13449,A,A,A_CORE,A_CORE,internal,0.048223350253807105,False
42042,28548,A,A,A_CORE,A_PERIPHERY,internal,0.03361344537815126,False
42042,23629,A,A,A_CORE,A_CORE,internal,0.12186379928315412,False
42042,2450,A,A,A_CORE,A_CORE,internal,0.0641025641025641,False
42042,40894,A,A,A_CORE,A_PERIPHERY,internal,0.03361344537815126,False
42042,16389,A,A,A_CORE,A_CORE,internal,0.1032258064516129,False
42042,21574,A,A,A_CORE,A_PERIPHERY,internal,0.046511627906976744,False
42042,34150,A,A,A_CORE,A_CORE,internal,0.18518518518518517,False
42042,32828,A,B,A_CORE,B_PERIPHERY,bridge,0.0,True
42042,15808,A,A,A_CORE,A_PERIPHERY,internal,0.022727272727272728,False
42042,37072,A,A,A_CORE,A_CORE,internal,0.013071895424836602,False
42042,24446,A,A,A_CORE,A_CORE,internal,0.032679738562091505,False
42042,26567,A,A,A_CORE,A_CORE,internal,0.020833333333333332,False
42042,1746,A,A,A_CORE,A_PERIPHERY,internal,0.0,True
42042,3333,A,A,A_CORE,A_PERIPHERY,internal,0.05426356589147287,False
42042,1276,A,A,A_CORE,A_PERIPHERY,internal,0.024390243902439025,False
42042,15077,A,A,A_CORE,A_CORE,internal,0.05454545454545454,False
42042,9252,A,A,A_CORE,A_CORE,internal,0.07954545454545454,False
42042,19245,A,A,A_CORE,A_PERIPHERY,internal,0.0,True
42042,37736,A,B,A_CORE,B_PERIPHERY,bridge,0.0,True
42042,39879,A,B,A_CORE,B_CORE,bridge,0.03333333333333333,False
42042,33231,A,A,A_CORE,A_CORE,internal,0.0759493670886076,False
42042,17621,A,A,A_CORE,A_PERIPHERY,internal,0.03305785123966942,False
42042,5104,A,B,A_CORE,B_CORE,bridge,0.028169014084507043,False
42042,24115,A,A,A_CORE,A_PERIPHERY,internal,0.058823529411764705,False
42042,37186,A,A,A_CORE,A_PERIPHERY,internal,0.05426356589147287,False
10481,9266,A,A,A_CORE,A_PERIPHERY,internal,0.011627906976744186,False
10481,13449,A,A,A_CORE,A_CORE,internal,0.056074766355140186,False
10481,22263,A,B,A_CORE,B_PERIPHERY,bridge,0.004149377593360996,False
10481,43427,A,A,A_CORE,A_PERIPHERY,internal,0.016194331983805668,False
10481,19961,A,A,A_CORE,A_PERIPHERY,internal,0.019455252918287938,False
10481,3066,A,A,A_CORE,A_CORE,internal,0.11090573012939002,False
10481,34150,A,A,A_CORE,A_CORE,internal,0.07232704402515723,False
10481,32311,A,A,A_CORE,A_CORE,internal,0.07120743034055728,False
10481,43801,A,A,A_CORE,A_CORE,internal,0.10084033613445378,False
10481,11887,A,B,A_CORE,B_CORE,bridge,0.0,True
10481,2529,A,B,A_CORE,B_CORE,bridge,0.002717391304347826,False
10481,39879,A,B,A_CORE,B_CORE,bridge,0.031073446327683617,False
10481,30867,A,A,A_CORE,A_CORE,internal,0.046052631578947366,False
10481,30408,A,A,A_CORE,A_PERIPHERY,internal,0.004273504273504274,False
10481,5873,A,B,A_CORE,B_CORE,bridge,0.012,False
10481,25554,A,A,A_CORE,A_CORE,internal,0.06624605678233439,False
10481,47668,A,B,A_CORE,B_CORE,bridge,0.007751937984496124,False
10481,22231,A,B,A_CORE,B_CORE,bridge,0.01699029126213592,False
10481,834,A,B,A_CORE,B_PERIPHERY,bridge,0.0,True
10481,5766,A,A,A_CORE,A_PERIPHERY,internal,0.008368200836820083,False
10481,3574,A,A,A_CORE,A_CORE,internal,0.031496062992125984,False
10481,3438,A,A,A_CORE,A_PERIPHERY,internal,0.0041841004184100415,False
10481,20553,A,A,A_CORE,A_PERIPHERY,internal,0.020833333333333332,False
10481,28411,A,A,A_CORE,A_CORE,internal,0.08185053380782918,False
10481,1305,A,B,A_CORE,B_CORE,bridge,0.015873015873015872,False
10481,30876,A,A,A_CORE,A_CORE,internal,0.08170515097690942,False
10481,4709,A,A,A_CORE,A_CORE,internal,0.0491283676703645,False
10481,33315,A,A,A_CORE,A_PERIPHERY,internal,0.0125,False
10481,43510,A,A,A_CORE,A_PERIPHERY,internal,0.053061224489795916,False
10481,28581,A,B,A_CORE,B_CORE,bridge,0.02127659574468085,False
10481,4209,A,A,A_CORE,A_PERIPHERY,internal,0.012244897959183673,False
10481,32219,A,B,A_CORE,B_CORE,bridge,0.012048192771084338,False
10481,1104,A,A,A_CORE,A_CORE,internal,0.1111111111111111,False
10481,44842,A,A,A_CORE,A_PERIPHERY,internal,0.05220883534136546,False
10481,26109,A,A,A_CORE,A_CORE,internal,0.10211267605633803,False
10481,44286,A,B,A_CORE,B_CORE,bridge,0.040339702760084924,False
10481,11187,A,A,A_CORE,A_CORE,internal,0.08076923076923077,False
10481,32815,A,B,A_CORE,B_PERIPHERY,bridge,0.004048582995951417,False
10481,2010,A,B,A_CORE,B_CORE,bridge,0.0,True
10481,29916,A,A,A_CORE,A_PERIPHERY,internal,0.024,False
10481,10253,A,A,A_CORE,A_PERIPHERY,internal,0.02074688796680498,False
10481,43516,A,A,A_CORE,A_CORE,internal,0.07924528301886792,False
10481,37125,A,A,A_CORE,A_CORE,internal,0.06487695749440715,False
10481,24514,A,A,A_CORE,A_PERIPHERY,internal,0.00411522633744856,False
10481,39537,A,A,A_CORE,A_CORE,internal,0.03529411764705882,False
10481,35563,A,A,A_CORE,A_PERIPHERY,internal,0.008403361344537815,False
10481,10079,A,B,A_CORE,B_CORE,bridge,0.0,True
10481,23629,A,A,A_CORE,A_CORE,internal,0.15281501340482573,False
10481,13455,A,A,A_CORE,A_CORE,internal,0.03859649122807018,False
10481,44320,A,B,A_CORE,B_CORE,bridge,0.0033783783783783786,False
10481,19553,A,B,A_CORE,B_CORE,bridge,0.04018912529550828,False
10481,21344,A,A,A_CORE,A_CORE,internal,0.11217183770883055,False
10481,16745,A,B,A_CORE,B_CORE,bridge,0.00516795865633075,False
10481,48536,A,A,A_CORE,A_CORE,internal,0.013245033112582781,False
10481,46645,A,B,A_CORE,B_CORE,bridge,0.019704433497536946,False
10481,38186,A,A,A_CORE,A_CORE,internal,0.06638115631691649,False
10481,948,A,A,A_CORE,A_CORE,internal,0.09144542772861357,False
10481,35841,A,A,A_CORE,A_PERIPHERY,internal,0.016597510373443983,False
10481,13135,A,B,A_CORE,B_CORE,bridge,0.02493765586034913,False
10481,3881,A,A,A_CORE,A_PERIPHERY,internal,0.004291845493562232,False
10481,1991,A,A,A_CORE,A_CORE,internal,0.06289308176100629,False
10481,14508,A,A,A_CORE,A_CORE,internal,0.019455252918287938,False
10481,38212,A,A,A_CORE,A_CORE,internal,0.09427609427609428,False
10481,10701,A,A,A_CORE,A_CORE,internal,0.16095890410958905,False
10481,24625,A,A,A_CORE,A_PERIPHERY,internal,0.01680672268907563,False
10481,16786,A,A,A_CORE,A_CORE,internal,0.12849162011173185,False
10481,26706,A,B,A_CORE,B_CORE,bridge,0.008086253369272238,False
10481,1926,A,A,A_CORE,A_PERIPHERY,internal,0.02127659574468085,False
10481,36595,A,A,A_CORE,A_PERIPHERY,internal,0.01652892561983471,False
10481,24082,A,A,A_CORE,A_CORE,internal,0.06792452830188679,False
10481,12127,A,A,A_CORE,A_CORE,internal,0.016181229773462782,False
10481,7132,A,A,A_CORE,A_PERIPHERY,internal,0.03292181069958848,False
10481,25811,A,A,A_CORE,A_CORE,internal,0.16151202749140894,False
10481,35726,A,A,A_CORE,A_PERIPHERY,internal,0.0211864406779661,False
10481,37984,A,A,A_CORE,A_CORE,internal,0.05917159763313609,False
10481,15051,A,A,A_CORE,A_CORE,internal,0.0625,False
10481,42914,A,A,A_CORE,A_CORE,internal,0.07509881422924901,False
10481,7798,A,A,A_CORE,A_CORE,internal,0.03655352480417755,False
10481,36777,A,B,A_CORE,B_CORE,bridge,0.006600660066006601,False
10481,47706,A,A,A_CORE,A_CORE,internal,0.056074766355140186,False
10481,25600,A,A,A_CORE,A_PERIPHERY,internal,0.01694915254237288,False
10481,20241,A,A,A_CORE,A_CORE,internal,0.07397959183673469,False
10481,28750,A,A,A_CORE,A_PERIPHERY,internal,0.01276595744680851,False
10481,40812,A,A,A_CORE,A_PERIPHERY,internal,0.01652892561983471,False
10481,41665,A,A,A_CORE,A_CORE,internal,0.10909090909090909,False
10481,38650,A,A,A_CORE,A_PERIPHERY,internal,0.05976095617529881,False
10481,28977,A,A,A_CORE,A_CORE,internal,0.04247104247104247,False
10481,4174,A,A,A_CORE,A_CORE,internal,0.04697986577181208,False
10481,10038,A,A,A_CORE,A_CORE,internal,0.1028225806451613,False
10481,23690,A,A,A_CORE,A_CORE,internal,0.10569105691056911,False
10481,38977,A,B,A_CORE,B_CORE,bridge,0.00392156862745098,False
10481,13465,A,A,A_CORE,A_CORE,internal,0.054279749478079335,False
10481,14107,A,A,A_CORE,A_CORE,internal,0.10112359550561797,False
10481,42346,A,A,A_CORE,A_PERIPHERY,internal,0.027450980392156862,False
10481,23071,A,A,A_CORE,A_CORE,internal,0.07539682539682539,False
10481,15101,A,A,A_CORE,A_CORE,internal,0.036101083032490974,False
10481,2449,A,A,A_CORE,A_PERIPHERY,internal,0.01646090534979424,False
10481,596,A,A,A_CORE,A_PERIPHERY,internal,0.0,True
10481,38034,A,A,A_CORE,A_CORE,internal,0.09055118110236221,False
10481,15424,A,A,A_CORE,A_PERIPHERY,internal,0.0546218487394958,False
10481,25524,A,A,A_CORE,A_CORE,internal,0.00964630225080386,False
10481,4789,A,B,A_CORE,B_PERIPHERY,bridge,0.008403361344537815,False
10481,8853,A,A,A_CORE,A_CORE,internal,0.03467153284671533,False
10481,4479,A,B,A_CORE,B_CORE,bridge,0.010309278350515464,False
10481,19174,A,A,A_CORE,A_PERIPHERY,internal,0.0,True
10481,44296,A,A,A_CORE,A_CORE,internal,0.043701799485861184,False
10481,14310,A,A,A_CORE,A_CORE,internal,0.05177993527508091,False
10481,44780,A,A,A_CORE,A_PERIPHERY,internal,0.036585365853658534,False
10481,7502,A,A,A_CORE,A_CORE,internal,0.02197802197802198,False
10481,27167,A,A,A_CORE,A_CORE,internal,0.045098039215686274,False
10481,10049,A,A,A_CORE,A_CORE,internal,0.03543307086614173,False
10481,34919,A,A,A_CORE,A_CORE,internal,0.007366482504604052,False
10481,7281,A,A,A_CORE,A_PERIPHERY,internal,0.01646090534979424,False
10481,5070,A,B,A_CORE,B_PERIPHERY,bridge,0.024489795918367346,False
10481,7515,A,A,A_CORE,A_PERIPHERY,internal,0.03968253968253968,False
10481,14141,A,A,A_CORE,A_CORE,internal,0.018726591760299626,False
10481,10579,A,A,A_CORE,A_CORE,internal,0.04961832061068702,False
10481,34715,A,B,A_CORE,B_CORE,bridge,0.01060070671378092,False
10481,23823,A,A,A_CORE,A_CORE,internal,0.1099476439790576,False
10481,39688,A,A,A_CORE,A_CORE,internal,0.023255813953488372,False
10481,5802,A,A,A_CORE,A_CORE,internal,0.007722007722007722,False
10481,42533,A,A,A_CORE,A_CORE,internal,0.059850374064837904,False
10481,25539,A,B,A_CORE,B_CORE,bridge,0.015625,False
10481,29512,A,A,A_CORE,A_PERIPHERY,internal,0.0125,False
10481,13616,A,A,A_CORE,A_CORE,internal,0.007518796992481203,False
10481,5914,A,A,A_CORE,A_CORE,internal,0.04927536231884058,False
10481,10607,A,A,A_CORE,A_CORE,internal,0.0410958904109589,False
10481,13442,A,B,A_CORE,B_CORE,bridge,0.03508771929824561,False
10481,11171,A,A,A_CORE,A_CORE,internal,0.10144927536231885,False
10481,42266,A,A,A_CORE,A_PERIPHERY,internal,0.00423728813559322,False
10481,9252,A,A,A_CORE,A_CORE,internal,0.07719298245614035,False
10481,5104,A,B,A_CORE,B_CORE,bridge,0.039525691699604744,False
10481,27399,A,B,A_CORE,B_CORE,bridge,0.008,False
10481,8707,A,A,A_CORE,A_PERIPHERY,internal,0.0,True
10481,18309,A,A,A_CORE,A_CORE,internal,0.11775362318840579,False
10481,6287,A,A,A_CORE,A_PERIPHERY,internal,0.029411764705882353,False
10481,10174,A,B,A_CORE,B_PERIPHERY,bridge,0.0,True
10481,19286,A,A,A_CORE,A_CORE,internal,0.02909090909090909,False
10481,12939,A,A,A_CORE,A_CORE,internal,0.07662835249042145,False
10481,13920,A,B,A_CORE,B_PERIPHERY,bridge,0.004132231404958678,False
10481,9078,A,A,A_CORE,A_CORE,internal,0.15562913907284767,False
10481,37005,A,A,A_CORE,A_CORE,internal,0.03832752613240418,False
10481,16931,A,B,A_CORE,B_CORE,bridge,0.01486988847583643,False
10481,5133,A,A,A_CORE,A_PERIPHERY,internal,0.036,False
10481,38279,A,A,A_CORE,A_CORE,internal,0.06028368794326241,False
10481,20175,A,B,A_CORE,B_CORE,bridge,0.0,True
10481,46781,A,B,A_CORE,B_CORE,bridge,0.003937007874015748,False
10481,26340,A,A,A_CORE,A_CORE,internal,0.06909090909090909,False
10481,14392,A,A,A_CORE,A_CORE,internal,0.08707865168539326,False
10481,11730,A,A,A_CORE,A_CORE,internal,0.20165745856353592,False
10481,31245,A,A,A_CORE,A_CORE,internal,0.0729483282674772,False
10481,47297,A,A,A_CORE,A_PERIPHERY,internal,0.03614457831325301,False
10481,32688,A,A,A_CORE,A_CORE,internal,0.018726591760299626,False
10481,5785,A,A,A_CORE,A_PERIPHERY,internal,0.0,True
10481,25679,A,B,A_CORE,B_PERIPHERY,bridge,0.008333333333333333,False
10481,23837,A,A,A_CORE,A_PERIPHERY,internal,0.02100840336134454,False
10481,13527,A,A,A_CORE,A_PERIPHERY,internal,0.029787234042553193,False
10481,12627,A,A,A_CORE,A_CORE,internal,0.07848837209302326,False
10481,4309,A,B,A_CORE,B_CORE,bridge,0.0078125,False
10481,36518,A,A,A_CORE,A_CORE,internal,0.026022304832713755,False
10481,1987,A,B,A_CORE,B_PERIPHERY,bridge,0.008438818565400843,False
10481,396,A,A,A_CORE,A_CORE,internal,0.10303030303030303,False
10481,1047,A,A,A_CORE,A_CORE,internal,0.053156146179401995,False
10481,28143,A,B,A_CORE,B_CORE,bridge,0.007874015748031496,False
10481,2198,A,A,A_CORE,A_PERIPHERY,internal,0.10084033613445378,False
10481,19859,A,A,A_CORE,A_PERIPHERY,internal,0.03319502074688797,False
10481,19375,A,A,A_CORE,A_PERIPHERY,internal,0.04201680672268908,False
10481,44810,A,A,A_CORE,A_PERIPHERY,internal,0.012195121951219513,False
10481,33361,A,A,A_CORE,A_CORE,internal,0.06529209621993128,False
10481,21125,A,B,A_CORE,B_PERIPHERY,bridge,0.0,True
10481,5405,A,A,A_CORE,A_CORE,internal,0.02666666666666667,False
10481,27395,A,A,A_CORE,A_CORE,internal,0.02756892230576441,False
10481,47964,A,A,A_CORE,A_PERIPHERY,internal,0.012658227848101266,False
10481,35042,A,B,A_CORE,B_CORE,bridge,0.010033444816053512,False
10481,11407,A,A,A_CORE,A_PERIPHERY,internal,0.032,False
10481,11912,A,A,A_CORE,A_CORE,internal,0.033582089552238806,False
10481,27284,A,A,A_CORE,A_CORE,internal,0.0679886685552408,False
10481,19748,A,B,A_CORE,B_CORE,bridge,0.010416666666666666,False
10481,2653,A,A,A_CORE,A_PERIPHERY,internal,0.004201680672268907,False
10481,13424,A,A,A_CORE,A_PERIPHERY,internal,0.01646090534979424,False
10481,36613,A,B,A_CORE,B_PERIPHERY,bridge,0.008264462809917356,False
10481,25397,A,A,A_CORE,A_CORE,internal,0.0653950953678474,False
10481,41840,A,B,A_CORE,B_CORE,bridge,0.003745318352059925,False
10481,17390,A,A,A_CORE,A_PERIPHERY,internal,0.0163265306122449,False
10481,22947,A,A,A_CORE,A_CORE,internal,0.08895705521472393,False
10481,15376,A,A,A_CORE,A_PERIPHERY,internal,0.012195121951219513,False
10481,13625,A,B,A_CORE,B_PERIPHERY,bridge,0.00423728813559322,False
10481,43938,A,A,A_CORE,A_PERIPHERY,internal,0.0205761316872428,False
10481,8645,A,A,A_CORE,A_CORE,internal,0.015384615384615385,False
10481,28528,A,A,A_CORE,A_CORE,internal,0.02702702702702703,False
10481,2473,A,A,A_CORE,A_CORE,internal,0.06269592476489028,False
10481,8052,A,A,A_CORE,A_CORE,internal,0.08587257617728532,False
10481,27085,A,A,A_CORE,A_PERIPHERY,internal,0.00823045267489712,False
10481,27237,A,A,A_CORE,A_CORE,internal,0.1774193548387097,False
10481,24885,A,A,A_CORE,A_PERIPHERY,internal,0.00847457627118644,False
10481,7489,A,A,A_CORE,A_CORE,internal,0.025454545454545455,False
10481,14099,A,A,A_CORE,A_PERIPHERY,internal,0.00796812749003984,False
10481,44495,A,A,A_CORE,A_CORE,internal,0.023622047244094488,False
10481,47675,A,A,A_CORE,A_CORE,internal,0.023809523809523808,False
10481,31993,A,A,A_CORE,A_CORE,internal,0.04209690230341541,False
10481,10034,A,A,A_CORE,A_CORE,internal,0.09539473684210527,False
10481,34046,A,A,A_CORE,A_PERIPHERY,internal,0.0,True
10481,8967,A,B,A_CORE,B_CORE,bridge,0.014925373134328358,False
10481,24623,A,A,A_CORE,A_CORE,internal,0.027450980392156862,False
10481,48907,A,A,A_CORE,A_PERIPHERY,internal,0.00851063829787234,False
10481,18125,A,A,A_CORE,A_PERIPHERY,internal,0.004291845493562232,False
10481,29245,A,A,A_CORE,A_PERIPHERY,internal,0.016194331983805668,False
10481,10497,A,A,A_CORE,A_CORE,internal,0.017482517482517484,False
10481,846,A,A,A_CORE,A_PERIPHERY,internal,0.004291845493562232,False
10481,5380,A,B,A_CORE,B_PERIPHERY,bridge,0.0,True
10481,48950,A,A,A_CORE,A_PERIPHERY,internal,0.04938271604938271,False
10481,47830,A,A,A_CORE,A_CORE,internal,0.05058365758754864,False
10481,15948,A,B,A_CORE,B_PERIPHERY,bridge,0.004273504273504274,False
10481,47693,A,A,A_CORE,A_CORE,internal,0.017123287671232876,False
10481,23,A,A,A_CORE,A_CORE,internal,0.03435114503816794,False
10481,28526,A,A,A_CORE,A_PERIPHERY,internal,0.019305019305019305,False
10481,1552,A,A,A_CORE,A_PERIPHERY,internal,0.003968253968253968,False
10481,48033,A,A,A_CORE,A_PERIPHERY,internal,0.0125,False
10481,8727,A,B,A_CORE,B_CORE,bridge,0.025089605734767026,False
10481,35756,A,A,A_CORE,A_CORE,internal,0.09615384615384616,False
10481,46050,A,A,A_CORE,A_CORE,internal,0.019083969465648856,False
10481,11393,A,B,A_CORE,B_CORE,bridge,0.002770083102493075,False
10481,8797,A,B,A_CORE,B_PERIPHERY,bridge,0.0,True
10481,28118,A,A,A_CORE,A_PERIPHERY,internal,0.032388663967611336,False
10481,1273,A,A,A_CORE,A_CORE,internal,0.24013157894736842,False
10481,18432,A,B,A_CORE,B_PERIPHERY,bridge,0.004219409282700422,False
10481,48588,A,B,A_CORE,B_CORE,bridge,0.004016064257028112,False
10481,43044,A,A,A_CORE,A_PERIPHERY,internal,0.04979253112033195,False
10481,42297,A,A,A_CORE,A_CORE,internal,0.022304832713754646,False
10481,30910,A,A,A_CORE,A_CORE,internal,0.06274509803921569,False
